mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.3,"57 km NNW of Petersville, Alaska",1708876023167,1708877748040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kvb13u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kvb13u&format=geojson,,,,,automatic,0,81,ak,0242kvb13u,",us7000m1ij,ak0242kvb13u,",",us,ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 2.3 - 57 km NNW of Petersville, Alaska"
1.8,"24 km S of Central, Alaska",1708876011138,1708876150014,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kvawm2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kvawm2&format=geojson,,,,,automatic,0,50,ak,0242kvawm2,",ak0242kvawm2,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.8 - 24 km S of Central, Alaska"
1.77,"14 km S of Fern Forest, Hawaii",1708875886040,1709000109880,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74121081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74121081&format=geojson,,,,,reviewed,0,48,hv,74121081,",hv74121081,",",hv,",",origin,phase-data,",26.0,0.04707,0.09,131.0,md,earthquake,"M 1.8 - 14 km S of Fern Forest, Hawaii"
2.0,"42 km WNW of Happy Valley, Alaska",1708875868635,1708875987699,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kvaffz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kvaffz&format=geojson,,,,,automatic,0,62,ak,0242kvaffz,",ak0242kvaffz,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 2.0 - 42 km WNW of Happy Valley, Alaska"
2.51,"15 km S of Fern Forest, Hawaii",1708875794140,1708974250409,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74121076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74121076&format=geojson,1.0,2.7,,,reviewed,0,97,hv,74121076,",hv74121076,us7000m1ig,",",hv,us,",",dyfi,origin,phase-data,",46.0,0.04849,0.13,138.0,md,earthquake,"M 2.5 - 15 km S of Fern Forest, Hawaii"
-0.1,"8 km NW of The Geysers, CA",1708875694870,1709597454011,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007666&format=geojson,,,,,reviewed,0,0,nc,74007666,",nc74007666,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.009597,0.01,81.0,md,earthquake,"M -0.1 - 8 km NW of The Geysers, CA"
1.1,"3 km W of Cobb, CA",1708874813800,1708882453322,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007661&format=geojson,,,,,automatic,0,19,nc,74007661,",nc74007661,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01474,0.02,121.0,md,earthquake,"M 1.1 - 3 km W of Cobb, CA"
1.21,"3 km W of Cobb, CA",1708874747090,1709599913210,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007656&format=geojson,,,,,reviewed,0,23,nc,74007656,",nc74007656,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.01406,0.04,50.0,md,earthquake,"M 1.2 - 3 km W of Cobb, CA"
1.21,"9 km NE of Pāhala, Hawaii",1708874688600,1709001686510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74121056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74121056&format=geojson,,,,,reviewed,0,23,hv,74121056,",hv74121056,",",hv,",",origin,phase-data,",22.0,0.0404,0.21,60.0,md,earthquake,"M 1.2 - 9 km NE of Pāhala, Hawaii"
0.74,"9 km WNW of Cobb, CA",1708874502630,1708879033993,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007651&format=geojson,,,,,automatic,0,8,nc,74007651,",nc74007651,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.009417,0.06,90.0,md,earthquake,"M 0.7 - 9 km WNW of Cobb, CA"
2.0,"42 km WSW of Clear, Alaska",1708874430262,1708874557984,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kv5adu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kv5adu&format=geojson,,,,,automatic,0,62,ak,0242kv5adu,",ak0242kv5adu,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 2.0 - 42 km WSW of Clear, Alaska"
1.4,"41 km W of Ferry, Alaska",1708874243894,1708874360936,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kv4mqt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kv4mqt&format=geojson,,,,,automatic,0,30,ak,0242kv4mqt,",ak0242kv4mqt,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.4 - 41 km W of Ferry, Alaska"
1.6,"0 km ESE of Coleville, California",1708873958241,1708894871938,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873895&format=geojson,,,,,reviewed,0,39,nn,00873895,",nn00873895,",",nn,",",origin,phase-data,",15.0,0.218,0.1741,108.39,ml,earthquake,"M 1.6 - 0 km ESE of Coleville, California"
4.3,"111 km SW of Pelabuhanratu, Indonesia",1708873914757,1709401389040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfvj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mfvj&format=geojson,,,,,reviewed,0,284,us,6000mfvj,",us6000mfvj,",",us,",",origin,phase-data,",21.0,1.883,1.17,130.0,mb,earthquake,"M 4.3 - 111 km SW of Pelabuhanratu, Indonesia"
0.51,"88 km W of Adak, Alaska",1708873869510,1709001399900,,https://earthquake.usgs.gov/earthquakes/eventpage/av92214661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92214661&format=geojson,,,,,reviewed,0,4,av,92214661,",av92214661,",",av,",",origin,phase-data,",4.0,,0.15,196.0,ml,earthquake,"M 0.5 - 88 km W of Adak, Alaska"
3.05,"69 km NW of San Antonio, Puerto Rico",1708873595010,1708876150420,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71441238,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71441238&format=geojson,,,,,reviewed,0,143,pr,71441238,",pr71441238,",",pr,",",origin,phase-data,",6.0,0.6351,0.39,335.0,md,earthquake,"M 3.1 - 69 km NW of San Antonio, Puerto Rico"
5.2,"77 km WSW of Pelabuhanratu, Indonesia",1708873497604,1708897975570,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1i9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1i9&format=geojson,1.0,1.0,,,reviewed,0,416,us,7000m1i9,",us7000m1i9,",",us,",",dyfi,origin,phase-data,",54.0,1.671,0.93,58.0,mb,earthquake,"M 5.2 - 77 km WSW of Pelabuhanratu, Indonesia"
0.66,"15 km NE of Milford, Utah",1708873470330,1708987119670,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048246&format=geojson,,,,,reviewed,0,7,uu,80048246,",uu80048246,",",uu,",",origin,phase-data,",13.0,0.008574,0.12,71.0,md,earthquake,"M 0.7 - 15 km NE of Milford, Utah"
0.46,"85 km NW of Karluk, Alaska",1708873337840,1709001658220,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133968&format=geojson,,,,,reviewed,0,3,av,91133968,",av91133968,",",av,",",origin,phase-data,",5.0,,0.05,158.0,ml,earthquake,"M 0.5 - 85 km NW of Karluk, Alaska"
0.9,"89 km W of Adak, Alaska",1708873058470,1709001111310,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133963,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133963&format=geojson,,,,,reviewed,0,12,av,91133963,",av91133963,",",av,",",origin,phase-data,",4.0,,0.15,189.0,ml,earthquake,"M 0.9 - 89 km W of Adak, Alaska"
1.4,"42 km E of Anderson, Alaska",1708872747404,1708872928112,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242kuqph0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242kuqph0&format=geojson,,,,,automatic,0,30,ak,0242kuqph0,",ak0242kuqph0,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.4 - 42 km E of Anderson, Alaska"
1.2,"23 km S of Mina, Nevada",1708872632138,1710268727051,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874631&format=geojson,,,,,reviewed,0,22,nn,00874631,",nn00874631,",",nn,",",origin,phase-data,",7.0,0.135,0.0832,114.26,ml,earthquake,"M 1.2 - 23 km S of Mina, Nevada"
0.68,"14 km NE of Milford, Utah",1708872531390,1708987247130,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048236&format=geojson,,,,,reviewed,0,7,uu,80048236,",uu80048236,",",uu,",",origin,phase-data,",11.0,0.007558,0.07,74.0,md,earthquake,"M 0.7 - 14 km NE of Milford, Utah"
4.4,"167 km S of Merizo Village, Guam",1708870604147,1709400816040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfvi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mfvi&format=geojson,,,,,reviewed,0,298,us,6000mfvi,",us6000mfvi,",",us,",",origin,phase-data,",20.0,1.837,0.51,143.0,mb,earthquake,"M 4.4 - 167 km S of Merizo Village, Guam"
1.3,"16 km ESE of Hiko, Nevada",1708869964526,1710268138099,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00874630,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00874630&format=geojson,,,,,reviewed,0,26,nn,00874630,",nn00874630,",",nn,",",origin,phase-data,",5.0,0.123,0.1138,288.34,ml,earthquake,"M 1.3 - 16 km ESE of Hiko, Nevada"
4.9,"31 km E of Yilan, Taiwan",1708868913376,1708936192061,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1i1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1i1&format=geojson,14.0,3.3,,,reviewed,0,374,us,7000m1i1,",us7000m1i1,",",us,",",dyfi,origin,phase-data,",52.0,0.546,0.9,59.0,mb,earthquake,"M 4.9 - 31 km E of Yilan, Taiwan"
0.31,"7 km NW of The Geysers, CA",1708868193450,1709597303672,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007641&format=geojson,,,,,reviewed,0,1,nc,74007641,",nc74007641,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.001976,0.02,40.0,md,earthquake,"M 0.3 - 7 km NW of The Geysers, CA"
1.38,"7 km SW of Niland, CA",1708867969640,1708962320590,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40676088,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40676088&format=geojson,1.0,0.0,,,reviewed,0,29,ci,40676088,",ci40676088,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",19.0,0.03805,0.18,82.0,ml,earthquake,"M 1.4 - 7 km SW of Niland, CA"
2.19,"85 km ESE of Maneadero, B.C., MX",1708867924710,1708982205998,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37627332,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37627332&format=geojson,,,,,reviewed,0,74,ci,37627332,",ci37627332,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1615,0.19,66.0,ml,earthquake,"M 2.2 - 85 km ESE of Maneadero, B.C., MX"
0.6,"6 km NNW of Harding-Birch Lakes, Alaska",1708867779995,1708867909845,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242ku0dfr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242ku0dfr&format=geojson,,,,,automatic,0,6,ak,0242ku0dfr,",ak0242ku0dfr,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 0.6 - 6 km NNW of Harding-Birch Lakes, Alaska"
0.76,"8 km NW of The Geysers, CA",1708867443030,1708875677625,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007636&format=geojson,,,,,automatic,0,9,nc,74007636,",nc74007636,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01177,0.01,71.0,md,earthquake,"M 0.8 - 8 km NW of The Geysers, CA"
0.48,"15 km NE of Milford, Utah",1708867413020,1708979093240,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048191&format=geojson,,,,,reviewed,0,4,uu,80048191,",uu80048191,",",uu,",",origin,phase-data,",15.0,0.008404,0.1,54.0,md,earthquake,"M 0.5 - 15 km NE of Milford, Utah"
0.65,"10 km NE of Gilroy, CA",1708866968890,1708920491087,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007631&format=geojson,,,,,reviewed,0,6,nc,74007631,",nc74007631,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.04301,0.08,87.0,md,earthquake,"M 0.7 - 10 km NE of Gilroy, CA"
1.91,"10 km SW of Big Pine, CA",1708866906480,1708932194396,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007626,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007626&format=geojson,,,,,reviewed,0,56,nc,74007626,",nc74007626,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.1109,0.06,86.0,md,earthquake,"M 1.9 - 10 km SW of Big Pine, CA"
0.82,"15 km NE of Milford, Utah",1708866821970,1708987424480,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048171&format=geojson,,,,,reviewed,0,10,uu,80048171,",uu80048171,",",uu,",",origin,phase-data,",15.0,0.008158,0.1,67.0,md,earthquake,"M 0.8 - 15 km NE of Milford, Utah"
4.5,"88 km NNW of Tocopilla, Chile",1708866809083,1708877337040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1h9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1h9&format=geojson,,,,,reviewed,0,312,us,7000m1h9,",us7000m1h9,",",us,",",origin,phase-data,",27.0,0.717,1.19,137.0,mb,earthquake,"M 4.5 - 88 km NNW of Tocopilla, Chile"
5.6,"80 km WSW of Pelabuhanratu, Indonesia",1708866424609,1709506758993,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1h8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1h8&format=geojson,22.0,6.8,4.058,green,reviewed,0,497,us,7000m1h8,",us7000m1h8,usauto7000m1h8,pt24056001,",",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",119.0,1.714,0.78,58.0,mww,earthquake,"M 5.6 - 80 km WSW of Pelabuhanratu, Indonesia"
0.95,"14 km ESE of Alum Rock, CA",1708866323930,1708921871220,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007621&format=geojson,,,,,reviewed,0,14,nc,74007621,",nc74007621,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.03908,0.07,41.0,md,earthquake,"M 1.0 - 14 km ESE of Alum Rock, CA"
0.71,"7 km WNW of Cobb, CA",1708866025860,1708874050458,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007616&format=geojson,,,,,automatic,0,8,nc,74007616,",nc74007616,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.00742,0.0,70.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA"
3.0,"74 km WSW of False Pass, Alaska",1708865769926,1709585182040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfvg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mfvg&format=geojson,,,,,reviewed,0,138,us,6000mfvg,",us6000mfvg,",",us,",",origin,phase-data,",26.0,0.238,0.59,112.0,ml,earthquake,"M 3.0 - 74 km WSW of False Pass, Alaska"
0.0,"86 km NNW of Karluk, Alaska",1708865124680,1709000549920,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133953,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133953&format=geojson,,,,,reviewed,0,0,av,91133953,",av91133953,",",av,",",origin,phase-data,",4.0,,0.16,128.0,ml,earthquake,"M 0.0 - 86 km NNW of Karluk, Alaska"
2.16,"13 km SSE of Eatonton, Georgia",1708864451420,1709585435040,,https://earthquake.usgs.gov/earthquakes/eventpage/se60501678,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60501678&format=geojson,10.0,4.1,,,reviewed,0,76,se,60501678,",us7000m1h7,se60501678,",",us,se,",",dyfi,origin,phase-data,",9.0,0.2227,0.18,77.0,md,earthquake,"M 2.2 - 13 km SSE of Eatonton, Georgia"
0.69,"15 km NE of Milford, Utah",1708864407300,1708987581570,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048136&format=geojson,,,,,reviewed,0,7,uu,80048136,",uu80048136,",",uu,",",origin,phase-data,",15.0,0.007882,0.08,56.0,md,earthquake,"M 0.7 - 15 km NE of Milford, Utah"
0.73,"6 km SSW of Gilroy, CA",1708864321500,1709601722207,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007611&format=geojson,,,,,reviewed,0,8,nc,74007611,",nc74007611,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01242,0.1,60.0,md,earthquake,"M 0.7 - 6 km SSW of Gilroy, CA"
0.8,"15 km NE of Milford, Utah",1708864223460,1708987748520,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80048131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80048131&format=geojson,,,,,reviewed,0,10,uu,80048131,",uu80048131,",",uu,",",origin,phase-data,",13.0,0.00622,0.08,54.0,md,earthquake,"M 0.8 - 15 km NE of Milford, Utah"
-0.05,"85 km NW of Karluk, Alaska",1708863950160,1709000403310,,https://earthquake.usgs.gov/earthquakes/eventpage/av91133948,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91133948&format=geojson,,,,,reviewed,0,0,av,91133948,",av91133948,",",av,",",origin,phase-data,",5.0,,0.03,142.0,ml,earthquake,"M -0.1 - 85 km NW of Karluk, Alaska"
0.31,"3 km WSW of Cobb, CA",1708863142470,1709317610973,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007606&format=geojson,,,,,reviewed,0,1,nc,74007606,",nc74007606,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01206,0.04,64.0,md,earthquake,"M 0.3 - 3 km WSW of Cobb, CA"
0.3,"51 km NW of Indian Springs, Nevada",1708862675538,1708871678804,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00873893,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00873893&format=geojson,,,,,reviewed,0,1,nn,00873893,",nn00873893,",",nn,",",origin,phase-data,",7.0,0.051,0.0908,266.3,ml,earthquake,"M 0.3 - 51 km NW of Indian Springs, Nevada"
0.44,"7 km NW of The Geysers, CA",1708862186470,1709603705353,,https://earthquake.usgs.gov/earthquakes/eventpage/nc74007601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc74007601&format=geojson,,,,,reviewed,0,3,nc,74007601,",nc74007601,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01019,0.03,50.0,md,earthquake,"M 0.4 - 7 km NW of The Geysers, CA"
3.5,off the coast of Oregon,1708861933939,1709586918775,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1h5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1h5&format=geojson,2.0,2.0,,,reviewed,0,189,us,7000m1h5,",us7000m1h5,",",us,",",dyfi,origin,phase-data,",47.0,4.751,0.58,302.0,ml,earthquake,M 3.5 - off the coast of Oregon
2.69,"4 km WSW of La Parguera, Puerto Rico",1708861780760,1708863007620,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71441223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71441223&format=geojson,,,,,reviewed,0,111,pr,71441223,",pr71441223,",",pr,",",origin,phase-data,",17.0,0.0408,0.07,237.0,md,earthquake,"M 2.7 - 4 km WSW of La Parguera, Puerto Rico"
3.3,"9 km N of Arctic Village, Alaska",1708861606375,1709587145040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242ksx5tp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242ksx5tp&format=geojson,,,,,automatic,0,168,ak,0242ksx5tp,",us7000m1h4,ak0242ksx5tp,",",us,ak,",",origin,phase-data,",,,0.87,,ml,earthquake,"M 3.3 - 9 km N of Arctic Village, Alaska"
2.24,"22 km WNW of Stanley, Idaho",1708861228510,1708875077620,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90041658,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90041658&format=geojson,,,,,reviewed,0,77,mb,90041658,",mb90041658,",",mb,",",origin,phase-data,",19.0,0.3246,0.24,77.0,ml,earthquake,"M 2.2 - 22 km WNW of Stanley, Idaho"
1.76,"0 km NE of Pāhala, Hawaii",1708860778650,1708990956060,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74120946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74120946&format=geojson,,,,,reviewed,0,48,hv,74120946,",hv74120946,",",hv,",",origin,phase-data,",20.0,0.04655,0.08,96.0,md,earthquake,"M 1.8 - 0 km NE of Pāhala, Hawaii"
1.5,"48 km NNW of Petersville, Alaska",1708860725617,1708860858427,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0242ksu2nl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0242ksu2nl&format=geojson,,,,,automatic,0,35,ak,0242ksu2nl,",ak0242ksu2nl,",",ak,",",origin,phase-data,",,,1.48,,ml,earthquake,"M 1.5 - 48 km NNW of Petersville, Alaska"
1.19,"12 km NNE of Ocotillo Wells, CA",1708859999710,1708962068773,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40676080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40676080&format=geojson,,,,,reviewed,0,22,ci,40676080,",ci40676080,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",44.0,0.0926,0.22,52.0,ml,earthquake,"M 1.2 - 12 km NNE of Ocotillo Wells, CA"
